reviewer_ID,product_ID,rating
A2ZPQ8OZRU3ZBJ,B00005B60E,4.0
A1WENF0AMZJZ58,B002C1R7OC,5.0
A1QEOYO7BSH880,B0088VSYQ0,5.0
A1GSBBIC83GLHX,B00E8TP04K,2.0
AYT6CBC2HOC2,B006M1MFEA,5.0
A2LAH09CF4FWMX,B000UHGHL4,5.0
A2DFI72FFXBPHK,B003YFHCKY,5.0
A1YH9DGY4FQ32K,B0009RMKB6,5.0
ABGJL8U854WZK,B00006IEBT,5.0
A3L06NWZ49K6BE,B003QR67QU,5.0
A3R281D69IS8RT,B0000AQNSR,5.0
AXORRIVEZ34ZH,B00D51YFYI,3.0
A2RTHR72MFXXJO,B00D6UKNFI,4.0
A3CRJZ66XMJ771,B0016BVOM0,5.0
A1NTMHXB1NJKV7,B0013CWY8K,1.0
A24CZZ3QGP1O24,B0048LMNP2,4.0
A13DIQY1EJAB01,B0072FRNJM,5.0
A3S589PFG8ZCF3,B0084L2THO,5.0
A1F3EJIA0XDWVW,B0091UBCB6,3.0
A1MOCFG9R2KAYX,B002E9E358,2.0
A3TCQN18E1J177,B009QZ49U2,5.0
ABWD9R0R800PA,B00AVWKUJS,1.0
A2SJ64X1CKN4I7,B005NXBZMQ,3.0
A1IRFAUJUS0IWY,B0018N6SLS,5.0
AH4EBRLEBYAIC,B003M6L81Y,5.0
A3DHPIP2PAFKFT,B00117EHNC,3.0
A1UEQ4RFJBMGYJ,B00AVWKUJS,5.0
A3AVLBV3JDKRO8,B0038ZRAES,3.0
A21BSL5I5X1Q6E,B000QE44O8,4.0
A2CSQHQ3DJ0MP,B00DRQI8S0,5.0
AY4NUGTJYQME8,B001T0HGPC,2.0
A2FNBU7GYH97QI,B0002ABA8E,3.0
A3LSS4WKHE5TNA,B001C3B1RA,4.0
A8TZ88OM8YOLW,B00005USC8,5.0
AHBXYCU1MOWEK,B00004Y7KZ,4.0
A35TOPIEYAQ7RQ,B001AVR8TY,4.0
A372U567L1X2XM,B0062ZNYFK,5.0
A1RM8KWWR6G7JC,B009002L7Q,1.0
A3TI7VYNVZ8Q2E,B00005MO7F,5.0
A2EXY5Q6A3LT10,B00CEG488S,5.0
A3LJGMVFTLK36Q,B001JYA9RA,5.0
APX99TCDHNEFH,B002R5ARJ0,5.0
AJAMPCDRIG0UH,B0000WZWY2,2.0
A3LVFN3SWL5IB0,B00ADA6KYW,1.0
A3D20GGU61MSV1,B002WC7RGY,3.0
A33VPVMTT573GM,B004LO098O,5.0
A1IYPI6YU0ELJT,B002Q893CK,3.0
A2IAWZQ3O89O6V,B001H6A39Y,5.0
A2AKC2JSY1XRZD,B00CNOZQVO,5.0
A268ARG3206LND,B00E3K547M,5.0
AUYA9Q3B525R6,B001IZF7GI,5.0
A2JTLMRTMCH6HF,B00EANURCE,1.0
A26B27AJGMIJKH,B0010HJALM,4.0
A2VU2DFB5KXEAW,B001QU4ITM,1.0
A1HJX1IUE1L2IO,B005GYB07W,5.0
A1M96GKL7SIIC1,B0011ERK16,4.0
A10HP84D5QVBMR,B0002U41AI,4.0
A14HCTOO32JTTY,B005E95R6E,2.0
A2BSUKI379HFI0,0439492882,5.0
A21GCJ78E2ZZGX,B00AZOMMUC,5.0
APGM3FJS9CGPO,B000AKX16K,3.0
A3I12MMJATZHBN,B006G4MRTG,5.0
A1WG34UCNRMFJ8,B000ND93CU,5.0
A1SJN3AZZLXM0V,B001E6C6GK,5.0
A3HH4ETL9ZT2PC,B002O3W4LE,5.0
A31QLC5S27B0QC,B000WJC8FE,5.0
A3W2EXI1NIE9RX,B0000C120T,5.0
ACFO5LG57KFGK,B008584SK2,5.0
A1E8ROWMEML1TQ,B008HZ54JC,5.0
AOJFRTNPCT9RY,B005OY6RN6,5.0
A2U4TTG5JM4771,B0017U21TA,5.0
A2WHVEFYI431UI,B005NXLZU8,5.0
A1CDCRMEPIF0PI,B004QWZINW,5.0
A2JWQ7XH9RRGLN,B0002ABK8Y,5.0
A2Q54YF2BGGEIJ,B001G60IPE,5.0
A3VI1ATFO6K7YZ,B00005YX3R,1.0
A3GTPA7NLOP5VN,B00137DR4A,5.0
A34H9S3XCTB6UR,B001RTU42M,5.0
A2G6GOCNK0312O,B001CRVUZE,5.0
A3OZN08TURI2I1,B004VMTYQY,5.0
A1G57P9G4250LA,B00FTG73SC,4.0
A1SPVGRDC3ACIO,B000HKCSYO,5.0
AXC02IGKBDL1Z,B001PF1BSE,5.0
AL9GZX44NVZH8,B00EKW8UPG,4.0
A3T2N7MU6C3X9E,B001G6W9RE,5.0
A3IW8OFYBIEVPB,B00004Z6LV,5.0
A2DBX6SOZW74NM,B00006IASZ,5.0
A1CW2CSZ6P20M0,B000VKSZ88,1.0
A2GKK8JLZQKNTC,B00GZABZ9O,5.0
A1BU9GLN6UEFG1,B0009O1196,3.0
A3DRRFIF1MIR5G,B003HF7KIA,4.0
A2M08KF2VV467P,B00AVBH3EO,1.0
A19SDJ2TSSL8HI,B00GO4GNPC,4.0
A1744SUHK5BCZG,B001S2PKHM,5.0
A1CZQWYDXKK2RG,B00115KUUI,5.0
A2DMVS9QDMVU5U,B004HCOKGC,2.0
A15ADQ4KYOILEW,B000FK7YL8,5.0
A762M6DX2AGC0,B002ONB4GA,4.0
A2OP7ZHRB4H10Z,B000Q5VTD6,1.0
A2L667BRCSZ2G1,B0012CMXL4,5.0
A16A4JGY1B8PHE,B00001RMDB,5.0
A2IV6MNDFSMMA,B001SR1242,5.0
AX6WBH0XK0ZX1,B00150KC98,5.0
A36TPBCYO99QT9,B001COYUNQ,5.0
A1C6U0HJ6SU8CU,B000FJS6OI,3.0
A3G7NN4F4C7DSF,B000V9DLTW,2.0
AFCWHEEGAE3A,B000GAXGJG,5.0
A3JGGS5F1AKW3Z,B001PB3VUO,3.0
A3F5W4ZZPRYKNV,B00GTFLXVK,5.0
AI11HE5ATKVA5,B007JQKJFE,5.0
A2F0ZUB175YPBO,B00166LB8M,5.0
A3QCZ5CAVNF0MU,B000FCTAP4,1.0
A1Z045TKVV3IZP,B00004Z5QO,3.0
ANPRN8CTZ1TT4,B00138FO86,1.0
A3TF4HAWS4FP75,B004OKYD00,5.0
ARIB5N45YAVEA,B005GSKFG0,5.0
A2RZFLRTSYYGXP,B0053WS46C,5.0
A1KWM8FKNI7N25,B005J31B0Q,1.0
A1BCTBM8DKINEV,B000BMVM6I,1.0
A1RQFDBLYGGDFV,B0017U0566,5.0
A2763VFVO0201H,B002Z6CJ9W,4.0
A2XGKVTJBMMBJ2,B003U6G0IM,4.0
A2FQEIN3IPMQE,B001PYZHC6,5.0
ABSMDUBIX49YX,B000P9IKZS,4.0
A1MQ6QLEH7TAVM,B0051AUW6Q,1.0
A208CFK9SWS0W6,B000Q5XGA0,5.0
A264VPOH1IURTF,B007P8DKZ2,4.0
A2WTOQ6D86YU2T,B00CMYRODS,5.0
A1NR7DAC7XC5VI,B00DMQ1I2S,1.0
A5JYO5EDDIFWU,B00671E4B2,5.0
A2ZG8JZNJI2F0N,B0013A10H8,5.0
A3CNDMP1H5WWHW,B005K95UI8,5.0
A1WR0MA953JFPT,B0052L795Q,4.0
A1QXLI41BROJCW,B001C3CKRA,5.0
A1Z8EUPNLHT7H3,B002YERS32,5.0
A2P8S6M5BCWG19,B009J3IZ8I,5.0
A3L2FJ67TRDP70,B007YCND1A,5.0
AE3AMHWSDNWLR,B00BMYNC8K,5.0
A31N0XY2UTB25C,B001W36YM2,5.0
A1TOE9BT9PG07N,B001DJ9JF4,1.0
A2RBBDLETIQVV5,B00AVWKUJI,2.0
A22CHQDM539WPB,B007P8DKZW,4.0
A3SZEVQDUGXW1W,B001A3Y32C,5.0
A3ECE51AG6ZK4B,B00006IF53,5.0
A26ILTVZMS6KW5,B0015N2J9Q,5.0
A1S5ESIMVRJXP2,B003D7FJTO,5.0
AFBJIVAF72WGA,B00002SZ93,5.0
A165UTU8SPABEJ,B0002VS6HG,5.0
A1D5785UPDNLOT,B00009LZPI,5.0
A33DWT2APDBNX6,B000TDRHG8,4.0
AIYS49JO5EUXF,B0001Q4I24,5.0
AXIN05U53F1XJ,B00406YZGK,1.0
AEKAEUBT7718,B000GGY9LY,5.0
A3FVIR0CYG2C24,B00DHJ8QLQ,5.0
A11OTLEDSW8ZXD,B00ATZJ746,4.0
A1CNYF6DMYMW5S,B004I2M9IC,3.0
AZF1ZLBVAOIMA,B000VKV2H4,5.0
AC8QCQW133076,B002U4OEDS,5.0
A23TEALPDHMZEK,B004PQIQVU,5.0
A31V3K62037FRO,B0050NNUH2,4.0
A1P8D2KIK8ORC3,B002SW0Y4K,2.0
A23ZVGZBBSXMM1,B000JVHH9W,1.0
AQX1ZCN7HZHCL,B00D5QMWLQ,4.0
A1379MYDPLGYK5,B00CUIEM9K,5.0
AARHI72NGMWF3,B003JQLHEA,2.0
A1BVISQX3CQYGC,B0075LDFNQ,5.0
A23ST4KZ20SS06,B0036RBH3I,5.0
AKEONDT542H3X,B000NNEKZ0,5.0
A2A5URE30AK3TM,B000I1MHBQ,5.0
A1ZTH16A1R0086,B001S2PKGI,5.0
A20IIR0422G3A5,B00006IEB9,5.0
AWBVVOJ31DUTZ,B00291O7A2,5.0
A25P91ZYLOP823,B0058W3M9G,5.0
A2OANF4JOL5DNJ,B004UQ40IS,4.0
A32R9FVG66C7OF,B0091UBCB6,4.0
A341VOTIIMCMM5,B0000UZ58C,5.0
A1YCD5UJMM161K,B0013CMAD4,4.0
A22K36X80X815R,B0000DH8HQ,5.0
A3LBS8HTZ86B3K,B00006IDM7,3.0
A39S2CUDH744W0,B005ZZ7H5Q,1.0
A36K2N527TXXJN,B000FD3VTY,5.0
A2CDUX3CJZ6EH0,B001E63IVC,5.0
A3OY6P1RKHN7BM,B001S2PKOA,5.0
A1NUKWPBDWVP2H,B001DJ9JF4,5.0
A24HWYHR28JJ7A,B0095F5BCS,5.0
ATE9QBHIMAOX1,B0050BPWBQ,3.0
A1XWYK2PX25EFA,B00005AT7P,1.0
A384ZIY95A3S41,B00030CHOE,5.0
A3GRHCBHJFFU6T,B0002J22OQ,1.0
A1R9XUZP5OX6Q1,B001BJKO3M,5.0
A34CLDSY1KC1HA,B000JLA3XE,1.0
ADJHY1EQ1C0W0,B0020DSC28,5.0
AKHAOAH79KYSZ,B005K95UI8,5.0
A11L0T29LQXH7Y,B00006JNIK,5.0
AE4PYPKKQV65L,B00006IF7L,2.0
A28ZDVY6NV75P,B00004Z63V,5.0
A15UBF8KCPDDNW,B002JFRR0U,5.0
A2XODXAMY9WVGZ,B000XUU7FA,5.0
A2M98NPVGQX2GK,B004J0FUUW,5.0
A2LY9UWQTCUMMO,B004G317ZO,1.0
A2K4NUJ49IJY4U,B00367GPC6,1.0
A23S53AARO5S6I,B005LEUFNC,5.0
A34TMG18DABIEJ,B000FNPNO0,5.0
A219DGN1378PZ7,B000E7DF38,1.0
A2SA2R4URY0F9Z,B0017OFYUE,5.0
A2FBUPAW2ZAHIG,B0091UBCB6,5.0
A5MGUEPATQIK6,B0001EMM0G,5.0
A2503LT8PZIHAD,B00AHV7MJO,4.0
A3GO8TNA1F0UHF,B00CEJCLYI,5.0
ADR21Q42NTJ9O,B0062OGKT8,5.0
APBYY80CF9E7,B007P8DLQ0,5.0
A146ZX4BXM4IK6,B00006IATM,1.0
A1Y9FSA9SG95H4,B006WT03P0,5.0
A34VRVI4CSI5RQ,B0091Y07XG,5.0
A15JT5SWI13XRC,B008LDJXOC,5.0
AUCM28HR9I3MW,B0007OEE7E,5.0
A1Z5BO6VHWHKGT,B000N6CE6O,4.0
A3THZ2K87335H9,B00CIAO77W,4.0
A2RZK8ND8R0FLH,B007K7JHKA,5.0
A215WH6RUDUCMP,B0012Z4QX4,5.0
A5D2214ED7HWJ,B000TINEFG,3.0
A3BWO96JXHXMBT,B000ALB1XY,2.0
A13WOT3RSXKRD5,B00006B80P,5.0
A3I37WRTVINAGI,B002M78HVS,5.0
A2O6WY3WBNXHEY,B002GHBT7I,5.0
AE084HMQI5TIP,B002NEGTC4,5.0
A35G7FZNAWL9UG,B0050OH7CA,5.0
A1F79JTZZTUP4F,B002O3W4LE,5.0
A4W05ITJZUP4P,B00004Z64M,4.0
A28M2PW2QQR5DF,B00006IC76,5.0
AC1N8HFTOBOSI,B00006L385,1.0
A1JA633EH2VN7S,B007B4LUDY,1.0
A244GODKE4A9OM,B000GAVHQA,5.0
A3JZ1VNDU8RQQW,B0010KTBJ0,1.0
A3W10K2Y6IT2N8,B00BFVAFF8,5.0
A2VW3I7EUBT2IR,B0015ZVWG0,5.0
A38AJME9735FY,B0012S75NE,5.0
A3Q3N3WSGM5QP2,B00CEQ5T86,4.0
A2NUSHZW0TLWZJ,B005H8DA16,5.0
AZTTFY29ACB5Q,B002V1H67G,5.0
A3PBUPHBZ26DLQ,B00079VIFU,5.0
A2K3DB7X56UXLZ,B002ECFIDG,3.0
A15ME0EMBUY6BT,B00006IS9F,3.0
A1GQ5W7918VT4C,B0000AQNVK,5.0
A24JW6PQQT2EOD,B0000E1VR7,5.0
A205LGULOCTVF2,B0006HV9NY,5.0
A1VEYKSA1R124E,B004L3VUJM,1.0
A1CFO6XU8VG3O0,B00CBAPEYE,5.0
A1UY181D5TXAVA,B000FCTAP4,5.0
A1ZU55TM45Y2R8,B0073N1J48,3.0
A1ZC1308R0R4LA,B0073W711O,5.0
A1NBKKYPBOCT7L,B0002ABLDS,3.0
A3PSR7JC6ZQ50W,B000JEL5JW,5.0
A2AMCZ4T2M0LSA,B0098PFX3M,4.0
AOIT11QP5Z83X,B001PO6JN2,1.0
A27OC3L7F3RTSU,B005DEW3JO,2.0
AD0PB1FK3J25F,B003UYORXE,5.0
A2IMK41FKJP48,B00JUU045W,4.0
A2ZH1XRTVVZX1L,B004EDRQWE,4.0
A2SCZ7R5ZN0QZG,B005MKAL1G,5.0
A3IRCPI8SIGL5R,B006588N5U,5.0
A2KH98YXV3NU5Q,B0008GINVO,1.0
A2D8H5TSD7VK8X,B0020X9SZS,5.0
A1CK67TEX5P2KR,B009PSUM10,5.0
A153BZHU9SWF09,B000F8L538,3.0
A34VAFOEQ36VX7,B000WKP7BK,5.0
A1RZSFWE3MWWN6,B002WP9HLO,4.0
A31P9NIUMJRLKV,B00290L5J4,2.0
A1A8NODS2KO4G5,B0057OIR2C,4.0
A1OHW2VAFFGYPI,B0010JEJPC,5.0
A1AGUTQ09GIERX,B001J9SFXK,5.0
A2YEHNQJXBRFOD,B00DNB4UB8,5.0
A1VSD851TA51UC,B0062ZNYFK,1.0
APZ4E0ENL7WG2,B0052QOU12,4.0
A29FXD4BM20WWY,B0044XSNHG,3.0
AT5EDEQ79GJJ,B007B5VG3C,4.0
A1QL71XEJM36DU,B0011459YQ,5.0
A3F72URVQPSWTE,B0091UBCAW,5.0
A2T6B7PNJFP44T,B0009PYGOC,5.0
A22M7NA8VNU47N,B004I2GVDQ,5.0
A27NTVUR6N86W6,B000TT7YRY,4.0
A1F90MTSP3LYCA,B00450DVDY,5.0
A32V8081LHHTCJ,B000RCJGQK,5.0
A3BRVCMAMXIYBT,B0026RBD7E,5.0
A1EFUTSEZYDZRU,B002Q893CK,3.0
A9QGNOQPS4G31,B004R5BXCS,5.0
A3HVUVA0C8QQEK,B001AI2SAG,1.0
AAJ1IYOUIHWF,B00001MXVR,2.0
A32FDHMTMZMSS4,B0010NL4BU,1.0
A2MCA0AK9NGB50,B00A9ZLHZS,5.0
AZE84632O869M,B0009KVTWE,1.0
APA573OWPYKDL,B001F1YKLS,5.0
A15S9OH2IG6VVD,B000QH0RHS,4.0
A261XVBO9VYV4G,B00006LHLB,2.0
A1RSV61OQRU6SQ,B00006IC4E,5.0
A1N3WGW0ALQBD7,B002E9E358,1.0
A3HEYB8K81OC98,B00450DVDY,4.0
A23WKISK11FT57,B002ONB4GA,4.0
A14KQXHUH15KMY,B003D7XLKI,2.0
AES174HARTGGJ,B0073CBNTA,4.0
A1AD0F5AOIAPJY,B0035JJJ9Q,5.0
AFUHGYALM9A4J,B0000E2Y7G,4.0
A1BSUN01QHOICN,B001D6SR9Q,5.0
A1XGEYTD5UXG2S,B0076O1MQY,3.0
AKAGLDLO3ZV2R,B00005ATSO,5.0
AD4O7BY33YAQ8,B00006881N,5.0
A3F4CN2PUO15QQ,B000GOZRKS,2.0
A36JD3X2DUXSQE,B001CU9W8I,2.0
ADIH5MINWEZOH,B006Q6HTDI,5.0
A20HZFEUJ8B1D2,B0016P3BH2,1.0
A1V34DXOJI25OL,B002ZZBA2U,5.0
A28UFBTKOADLNW,B004NG0LJW,2.0
AI75INB4JUD5J,B004V991AG,5.0
A3GXPVF1WGCZMK,B0001WENJQ,5.0
A1GRE5ARI20JZQ,B005PFESMG,5.0
A11HIF0T351TSU,B000YTNY6Y,5.0
A1EIW9FR5RG6Z4,B001P80EQG,5.0
A1R6D6WIVCD00K,B00F8KNMQQ,5.0
A3TT8OWIHQ4VK3,B007B5VH0E,4.0
A3U1S5KR287T3I,B00466DTE8,4.0
A2D6W2BQEAYS2W,B001CSMJKS,5.0
AH6FQW533AKF1,B002YB3SWA,5.0
A3QTF61WVHGK9R,B001J2P9MM,2.0
A3AOE6XCNQ6ZXU,B00CXO867K,5.0
A3GTA63MSHZIY2,B000JIHG0U,3.0
AVYH0D1XPAQ9A,B001P80ERA,5.0
A173S0HDCIQ4ZV,B002O3W4LE,5.0
A38MOP33JBBV3F,B004LO098O,5.0
AT91KKKKJSKO4,B0073URJ3G,5.0
A2IKTN60ECRSFD,B009JXZY0A,1.0
A1YJYGAYY3UP37,B001DVXWRI,4.0
A1IBT81PPRG115,B001B0DBZE,3.0
ALGD1AY7U7PND,B001QTY5QE,1.0
A1LXKKS135NAZJ,B00BKE6IZG,5.0
AFY2VME10U3UO,B0000CAQ0C,2.0
AVL9DFM14F7ZG,B0091UBCB6,2.0
ARRY34GBBVQ0U,B0000WZWXI,5.0
A3GI44Q1Y2VT6M,B00AAY3Z44,5.0
AY666MPG7H2I3,B0026ZPWZA,5.0
A2V56OACX4Y55U,B00000J0RE,4.0
AVUAIZE5RZ4Y3,B001D1FBM2,5.0
A2HWO7AWSB0HBG,B004IW6MGM,2.0
A3J8NB63CY4OC6,B0009ZBRRG,5.0
AM2KM677U5FTA,B00614WC3W,5.0
A2RH6E2QUJUZAM,B0055EJ6QU,5.0
A2AIIS2CPBF4D6,B006YCJZ3G,3.0
A1XOLF0B7M3U99,B004B43YHM,1.0
AQOVAQM5KUEYN,B00061U4DQ,5.0
A2TF7DG89YTV8M,B00006XY1N,3.0
A3E5ITCPT6800A,B0007OVML0,3.0
AKQ0S7Q7P931Z,B00006IBFP,1.0
ATJOL7MZUTW0O,B000U7AUX0,1.0
ABAFIIZZH4PCR,B0078L94LU,5.0
A1AWGGWEXHQ4VT,B001L4V0XK,5.0
ALNGZOVWTOVJP,B00004Z6EZ,1.0
A2OC5SGVVHTBDX,B008YD1V4Y,5.0
A2Z51NHQ9FYO7A,B000X1IYNG,3.0
AA4VV9QXZPX1C,B001AQX8AW,4.0
A3T707O5JC0TIP,B002E1LEDU,1.0
A1V7PPSGSJPYZR,B00591GI0G,4.0
A2CL7ADQSDTBKE,B0050ISI1K,1.0
A3ERTHGCYNZ1TA,B005HFJFKE,4.0
A2IMTBOCEA69CZ,B00EIOT3CK,3.0
A1Z8A548Z31SUB,B004W6JOYG,4.0
A39AU9LBZZQO70,B004MCI4T6,1.0
ADHSYCK5TCKDH,B000CHOY2Q,5.0
APVQFAF2T42LU,B002G1YNXQ,5.0
A7QOUFMVFZGSW,B003ZIDJO8,1.0
AJKLORVCHYE3C,B00006IC80,3.0
AZARY7P634S52,B0012ND8GC,5.0
ABMF4UC4Z00NT,B001DJDGXA,4.0
A181D9Z2R05K09,1439723974,5.0
A37CAP7XIB67LH,B001QKK71K,1.0
A2W606P5ZQRWK7,B001IZX8AA,1.0
A1YAVZVTJUQQ7P,B00JOQF58S,3.0
A2EZA6OMVO6Z16,B00GD78WQS,5.0
A2QVNGEGYG60K0,B001P80ESE,5.0
A2M99ZAD0E8LSW,B00AVWKUJI,4.0
A5JP3NDZGGIB3,B0058B0A9C,5.0
A2LACIGK055V5W,B001EZJRZO,5.0
A123MBUQALKSMW,B004YU70H8,1.0
A1KSZBOD3NDMOZ,B001A52VJM,1.0
A10SQLDE2S3ZRY,B005IVL0ZK,1.0
A13J0TZ5L9JDK0,B0033JCCXI,1.0
AY520E7C7IO0W,B00DHQDC04,5.0
A298AWZUVT5217,B00134DSZQ,1.0
A1K312HB6WRDMW,B000HZICB2,5.0
A3LILKXIB2TH7N,B000H52DUI,5.0
A334ZCLF30FLFF,B0000WZWXI,4.0
AFWA3MAM1R45K,B004GBX5S8,5.0
A2LEMBWW1PSLI3,B009D4IWXQ,4.0
AU0USHUS3CXBK,B004UGO9WU,4.0
A2K78OQSNZGYC9,B00CHD1QXS,5.0
A3PJ5YL6KFDL3,B00004Z60P,5.0
A3KQQAPBEOZ51I,B0002X85PC,5.0
A1LZ0LNUC7TTXP,B000093IOB,5.0
A3BW5OWMGFBRGZ,B00006D2Q1,4.0
A1BHTSUTWA3SDD,B00FOQ7KTE,4.0
A35MYUQNOBSUTI,B006J36V8M,5.0
A3JX5ZDOS0D6XF,B00DKJA9WW,4.0
A1Z2IWNP7IHKCC,B000KDAJR6,4.0
A1AZN1HG4MTOK9,B00005QXWZ,1.0
A3MC7GC6FDT0RO,B005FLN326,5.0
A12ZPYAE8XV1M4,B006WPAFKW,1.0
A37K64Z9Y89C2O,B001CCTPLK,2.0
A1ZA17E5QIGJ8K,B005MVFZW0,4.0
A3G7VUSOCAZPNL,B002JGQGQ0,5.0
AZFXG0K6XIJWW,B006GK67OQ,5.0
A109KUJ2SX289,B004C1RULU,5.0
A3BU0J7RMLNKDC,B007CGULSQ,5.0
A1F9V7QJPDN2IU,B00BOMBSSQ,5.0
A1QWJ7MPE5XN3J,B000JLD73M,4.0
A2131ECS4HBPDT,B002E9CAZI,1.0
A1ZWOVFY4X6ELZ,B009QZ49U2,1.0
AMYTL79JMGQ6D,B001FM65II,5.0
A1SKIDDSL0A0N1,B001G7VMJO,1.0
APQQK1V695AUE,B00004TVDM,4.0
A3EDS7QMKMJJOZ,B001DO7BP4,1.0
A3AKVALGT4Y02G,B001C3R28M,5.0
ASAS678OF0NOR,B001P80ES4,4.0
A28PLKICQP98JM,B004I1GKSS,1.0
A1JZEWF39MOBQN,B00DV1N44O,5.0
A1P1JR9EK1GTXT,B00004Z6NA,4.0
A9NE6YG7U0CG7,B00008XPPY,2.0
A117RKCHQ604RD,B001KZCRVE,3.0
A2I0WNLOXVMPDI,1601063040,4.0
A31YE1RA0312MS,B0057GJ2II,4.0
A1W0T3FQ7QQKRL,B00ATZ9QMO,5.0
A1XS6LY9RKJ7M1,B0026XTI0C,3.0
A190RR20DZC1VH,B001SEVPHO,1.0
A1IHOTJ0OO9WUV,B00005JAFA,5.0
AK9FTWLCW09RR,B00COA3GVE,4.0
A1DQ2KJK7SCHLR,B0000DK65Z,5.0
A2Q3CZQQYS7I39,B004DB3K18,5.0
A2RCLN8ELQE2LF,B003KFC67W,1.0
A3L3XM23BMM0NU,B006ZQJY32,5.0
A36C7D84OYLL7H,B002CMLTJU,5.0
A229L4LCDXAOBV,B0017TI9LK,5.0
A1KRZ8NHJF23F9,B004M7SPA4,2.0
A2YAOPODWJKY46,B0007KI6PE,5.0
A3TOG5B5O3Z3T2,B0000DK662,3.0
A2I7WPBREMPCK3,B00HGFNQT4,1.0
A5JLAU2ARJ0BO,B00FX51WJK,4.0
A3U7LZDJ6ZF3AU,B001LNDBH4,4.0
A325GNJ2Q99VED,B000VI5D1W,3.0
A11LJCRDYXPSM8,B000F2JGPI,5.0
A1QSVHE1DHVHI8,B001G60J4E,3.0
A39W5J9BK460RT,B000QW9DL4,1.0
A2FPM5XGK12TDI,B0001MR13G,1.0
A2LFC8U3O86C41,B001B095E0,5.0
ADZM39HEXLVN5,B001SEVPHO,5.0
A3JLVHGD318X96,B000GWPTLC,3.0
A3AZOHQ7RCCWCF,B005HYWXN6,5.0
A2O42649TJX3AH,B000V98RZK,4.0
AUDLMVJ4EJUE3,B000V2QCQI,5.0
A1QLNQ59LPOMT4,0439506042,5.0
ASGR4CIQUOUYD,B003U23B3I,1.0
A3UCD1OMXG96OR,B005T8BSYA,5.0
A2731AZYMXHG53,B005GQIPKK,4.0
A3ABJ5WPGYLSWJ,B000FZ2936,3.0
A2OOMYOXLN0GSG,B001UR92Y2,5.0
A391QZR6MPRTTA,B004L5YVQE,5.0
A1RSXNWTJ19OXX,B000S161FO,5.0
A2C4LTHQRBQNO8,B000VKQD4Q,5.0
A1FWSRTWV9GF9C,B000S1I03U,1.0
A1005MBN8XCJHJ,B000K5Y4PW,4.0
A3RQA1EXSWLT7F,B001GXHG2U,5.0
A3NK6OH348ZXA7,B00006F2WD,5.0
A1OQXVK6X25L9M,B005IMAO2E,5.0
A396T3S0REF6PM,B001B2IEDQ,5.0
A1OSA8EPFVXPQF,B002O3W4LE,5.0
